[2.77079165e+03 2.77852607e+03 4.17855541e+01 5.60272427e+04
 5.53419650e+04 2.20634067e+01]
[4.14144469e+03 4.33498499e+03 4.25124479e+01 6.96702380e+04
 7.20480197e+04 2.36125704e+01]
[4.65309993e+03 3.20414519e+03 4.18844045e+01 7.75102053e+04
 5.35025195e+04 2.36552832e+01]
[5.93728142e+03 5.84662991e+03 4.13375394e+01 8.72610598e+04
 8.51419488e+04 2.52084048e+01]
[3.92112516e+02 3.80095012e+02 3.70726245e+01 1.88167849e+04
 1.78348234e+04 1.61308576e+01]
[ 0.97062463  0.98118399 68.40113799  1.30857619  1.31139691  7.31488094]
[4.20882763e+04 3.73822607e+04 4.28749074e+01 2.70133116e+05
 2.40376502e+05 2.88118816e+01]
[ 0.75343149  0.73285468 54.03115373  0.90540503  0.78220917  8.04674703]
[ 0.98628307  0.88744102 43.89140779  2.29361895  2.17671142 15.88922754]
[ 0.55818541  0.55061439 32.45479167  1.202899    1.20018928 15.66984685]
[ 0.70516025  0.61306802 42.50192875  0.71471049  0.64459372  8.76104019]
[ 0.74411061  0.73408128 26.5046688   0.39009104  0.3896893   6.39478632]
[ 0.78702888  0.71803529 34.32892051  0.61957825  0.61590666  6.49377911]
[ 0.74052625  0.74548052 23.39605903  2.56523084  2.5420749  21.26724605]
[ 0.56308292  0.48377934 20.76328283  0.24755071  0.20255711  8.54648634]
[ 0.75572082  0.75316698 21.9249709   1.23948823  1.37692056 13.90603045]
[ 0.44835141  0.36700811 15.15665556  0.67509454  0.65921595 12.70361644]
[1.80497775e+03 1.80784856e+03 4.11102168e+01 4.33602555e+04
 4.26300993e+04 2.07011698e+01]
[ 6.68536362  6.35838673 10.87215278  2.61331414  2.40047945  2.72683789]
[9.78587430e+02 9.54339792e+02 3.95392471e+01 3.15000628e+04
 3.01756046e+04 1.87089606e+01]
[ 0.39312116  0.33052445 10.81602254  0.32310599  0.2969825   9.08167976]
[0.2741009  0.28652355 3.67277778 0.09687338 0.09625093 1.82750475]
[ 0.36366209  0.34612856 16.06372575  0.05224273  0.04089475  4.57167995]
[0.42697559 0.30123893 9.35125817 0.05659828 0.05362407 3.74572165]
[0.29728019 0.30808071 1.25737654 0.08710546 0.08783372 0.69444858]
[0.37069824 0.36469586 6.79814198 0.16627562 0.16646531 5.59944001]
[0.22790454 0.29868245 2.2937963  0.23396848 0.22956223 3.93855688]
[0.04570992 0.05150978 0.39287037 0.1155704  0.13150392 1.62163929]
[0.05327744 0.04107473 0.42169753 0.12401571 0.09603123 0.7164602 ]
[0.00037036 0.00037036 0.00111111 0.01110457 0.01110457 0.03331481]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
